battery_level,battery_health,battery_drop_rate,battery_trend,temperature,motor_current,cpu_load,velocity,anomaly_type
72.96,38.15,1.27,-2.69,49.47,4.05,28.31,0.78,Normal
71.54,38.15,1.42,-2.69,48.95,4.78,29.21,0.93,Normal
70.26,38.15,1.28,-2.7,48.45,4.96,39.1,1.08,Normal
68.7,38.15,1.56,-2.84,48.21,4.65,41.72,1.09,Normal
67.04,38.15,1.66,-3.23,48.33,5.75,30.04,0.0,Normal
65.76,38.15,1.27,-2.93,48.31,6.88,36.38,0.0,Normal
63.96,38.15,1.8,-3.07,48.43,6.19,32.48,3.46,ABNORMAL_VELOCITY
62.65,38.15,1.31,-3.11,48.47,6.74,36.81,2.99,Normal
61.16,38.15,1.49,-2.8,48.82,6.58,28.15,3.22,Normal
59.58,38.15,1.58,-3.07,48.67,6.8,35.93,0.0,ABNORMAL_VELOCITY
57.9,38.15,1.68,-3.26,49.03,6.83,43.33,0.0,ABNORMAL_VELOCITY
56.11,38.15,1.8,-3.48,49.22,6.02,28.0,0.0,ABNORMAL_VELOCITY
54.55,38.15,1.55,-3.35,49.32,6.02,46.12,0.0,ABNORMAL_VELOCITY
52.9,38.15,1.65,-3.21,49.37,6.75,45.81,3.42,ABNORMAL_VELOCITY
51.11,38.15,1.79,-3.44,50.01,5.94,39.32,3.16,ABNORMAL_VELOCITY
49.66,38.15,1.45,-3.24,50.01,6.72,42.29,0.0,ABNORMAL_VELOCITY
47.9,38.15,1.77,-3.21,50.43,6.4,36.07,0.0,ABNORMAL_VELOCITY
46.18,38.15,1.72,-3.49,49.95,6.1,35.21,0.0,ABNORMAL_VELOCITY
44.91,38.15,1.26,-2.98,49.89,5.37,24.42,2.13,ABNORMAL_VELOCITY
43.41,38.15,1.5,-2.76,49.33,5.08,41.04,0.0,ABNORMAL_VELOCITY
42.15,38.15,1.26,-2.76,48.93,4.28,37.33,3.15,ABNORMAL_VELOCITY
40.82,38.15,1.33,-2.59,48.5,4.85,40.13,0.0,ABNORMAL_VELOCITY
39.37,38.15,1.45,-2.78,47.84,6.1,44.64,0.0,ABNORMAL_VELOCITY
37.94,38.15,1.43,-2.88,47.81,5.91,38.31,3.56,ABNORMAL_VELOCITY
36.56,38.15,1.38,-2.81,48.38,6.02,33.29,0.0,ABNORMAL_VELOCITY
34.96,38.15,1.59,-2.97,48.18,6.49,42.74,0.0,ABNORMAL_VELOCITY
33.58,38.15,1.39,-2.98,48.76,6.31,43.82,4.17,ABNORMAL_VELOCITY
31.9,38.15,1.67,-3.06,49.42,6.65,29.76,3.97,ABNORMAL_VELOCITY
30.44,38.15,1.46,-3.13,49.41,6.43,34.25,0.0,ABNORMAL_VELOCITY
28.96,38.15,1.48,-2.95,49.46,6.99,37.39,4.07,ABNORMAL_VELOCITY
27.08,38.15,1.87,-3.36,49.7,6.99,29.16,0.2,ABNORMAL_VELOCITY
25.28,38.15,1.8,-3.68,49.76,7.07,33.81,0.0,ABNORMAL_VELOCITY
23.77,38.15,1.51,-3.31,50.1,6.91,33.34,0.0,ABNORMAL_VELOCITY
22.0,38.15,1.77,-3.28,50.05,7.15,43.53,4.3,ABNORMAL_VELOCITY
20.06,38.15,1.94,-3.71,50.84,7.35,44.38,4.04,ABNORMAL_VELOCITY
18.49,38.15,1.57,-3.51,51.33,8.07,41.43,0.0,ABNORMAL_VELOCITY
19.37,38.15,0.0,-0.7,51.94,6.83,27.49,2.43,ABNORMAL_VELOCITY
20.17,38.15,0.0,1.68,51.7,5.86,26.65,0.0,ABNORMAL_VELOCITY
21.09,38.15,0.0,1.72,51.21,5.68,30.07,0.0,ABNORMAL_VELOCITY
21.93,38.15,0.0,1.76,50.45,5.77,27.82,2.61,ABNORMAL_VELOCITY
22.8,38.15,0.0,1.71,49.58,4.01,40.06,0.71,ABNORMAL_VELOCITY
23.89,38.15,0.0,1.96,48.98,4.83,39.69,0.96,Normal
25.03,38.15,0.0,2.24,48.7,5.08,41.69,1.13,Normal
25.98,38.15,0.0,2.09,48.85,5.3,35.63,1.22,Normal
26.94,38.15,0.0,1.9,48.59,5.09,40.71,1.31,Normal
28.11,38.15,0.0,2.12,48.75,5.45,44.01,1.41,Normal
29.28,38.15,0.0,2.34,48.97,5.65,31.69,1.42,Normal
30.42,38.15,0.0,2.31,49.27,5.69,34.11,1.57,Normal
31.57,38.15,0.0,2.29,49.67,5.94,45.29,1.6,Normal
32.68,38.15,0.0,2.27,50.37,5.84,39.91,1.51,Normal
33.86,38.15,0.0,2.29,50.29,5.73,32.56,1.5,Normal
35.01,38.15,0.0,2.33,49.97,5.73,37.59,1.59,Normal
36.03,38.15,0.0,2.17,50.21,5.67,40.24,1.53,Normal
37.07,38.15,0.0,2.05,50.25,5.94,32.4,1.61,Normal
36.89,37.87,0.0,2.17,50.71,5.64,43.89,1.57,Normal
36.7,37.85,0.0,2.07,50.69,5.86,42.46,1.12,Normal
38.88,37.57,0.0,2.0,50.96,5.34,28.43,0.83,Normal
39.89,37.3,0.0,2.09,50.58,4.82,34.31,0.65,Normal
40.92,37.69,0.0,2.04,50.25,4.02,27.46,0.47,Normal
41.99,39.05,0.0,2.03,49.34,3.55,28.63,0.36,Normal
42.81,38.64,0.0,1.85,48.59,3.46,31.74,0.62,Normal
43.96,38.32,0.0,2.0,47.97,4.52,36.18,1.01,Normal
45.1,39.87,0.0,2.25,47.52,4.71,34.16,1.03,BATTERY_DEGRADATION
46.04,39.63,0.0,2.04,47.37,4.73,30.94,1.2,BATTERY_DEGRADATION
46.95,39.34,0.0,1.87,47.31,4.87,29.38,1.16,BATTERY_DEGRADATION
47.87,39.09,0.0,1.85,47.26,5.16,42.39,1.18,BATTERY_DEGRADATION
48.85,39.04,0.0,1.91,47.84,5.32,32.66,1.18,BATTERY_DEGRADATION
49.79,38.8,0.0,1.94,48.11,5.0,39.73,1.47,BATTERY_DEGRADATION
51.54,38.72,0.0,2.1,48.34,5.76,30.49,1.57,BATTERY_DEGRADATION
52.08,39.86,0.0,2.25,48.94,6.13,27.28,1.47,BATTERY_DEGRADATION
53.06,39.58,0.0,2.09,49.45,5.92,33.75,1.64,BATTERY_DEGRADATION
54.03,39.2,0.0,1.98,49.68,6.2,27.21,1.72,BATTERY_DEGRADATION
54.99,39.11,0.0,1.95,49.66,6.12,29.25,1.61,BATTERY_DEGRADATION
54.45,38.99,0.0,1.91,49.69,6.12,47.0,1.76,BATTERY_DEGRADATION
54.85,38.66,0.0,1.8,50.65,6.14,41.65,1.87,BATTERY_DEGRADATION
57.94,38.57,0.0,2.02,50.94,7.07,42.73,1.39,BATTERY_DEGRADATION
59.12,38.44,0.0,2.35,51.36,5.53,36.3,1.08,BATTERY_DEGRADATION
60.02,38.18,0.0,2.09,50.92,5.22,31.71,0.8,BATTERY_DEGRADATION
61.17,37.79,0.0,2.07,50.22,4.56,39.51,0.56,BATTERY_DEGRADATION
60.34,39.51,0.0,2.16,49.46,3.91,31.04,0.42,BATTERY_DEGRADATION
63.03,39.5,0.0,1.81,48.61,3.82,28.43,0.77,BATTERY_DEGRADATION
62.69,39.5,0.0,1.72,48.04,4.25,35.68,0.92,BATTERY_DEGRADATION
64.87,39.14,0.0,1.84,47.53,4.54,37.08,0.97,BATTERY_DEGRADATION
65.69,39.11,0.0,1.77,47.24,4.8,34.64,1.2,BATTERY_DEGRADATION
66.72,38.71,0.0,1.86,47.6,5.27,33.47,1.35,BATTERY_DEGRADATION
66.59,38.37,0.0,1.94,47.44,5.68,41.04,1.57,BATTERY_DEGRADATION
68.69,37.97,0.0,2.01,47.9,5.72,34.87,1.4,BATTERY_DEGRADATION
69.78,38.57,0.0,2.16,48.61,5.24,30.22,1.64,BATTERY_DEGRADATION
70.67,38.3,0.0,1.97,48.46,6.07,34.95,1.48,BATTERY_DEGRADATION
71.7,38.07,0.0,1.93,49.06,5.39,36.73,1.49,BATTERY_DEGRADATION
73.91,38.07,0.0,1.93,49.28,5.8,45.97,1.44,Normal
74.9,38.07,0.0,1.89,50.08,5.94,34.28,1.56,Normal
76.0,38.07,0.0,2.09,50.39,6.06,34.57,1.6,Normal
76.95,38.07,0.0,2.06,50.88,6.08,36.5,1.69,Normal
78.13,38.07,0.0,2.13,51.38,6.39,47.09,1.76,Normal
79.24,38.07,0.0,2.29,52.09,6.09,38.71,1.36,Normal
80.36,38.07,0.0,2.24,52.38,5.3,34.11,1.1,Normal
81.16,38.07,0.0,1.92,52.19,5.35,25.09,0.83,Normal
82.32,38.07,0.0,1.96,51.45,4.42,39.87,0.59,Normal
83.47,38.07,0.0,2.31,51.02,4.28,41.22,0.56,Normal
84.42,38.07,0.0,2.1,50.67,4.32,40.7,1.04,Normal
85.26,38.07,0.0,1.79,50.25,5.02,28.85,1.07,Normal
86.35,38.07,0.0,1.92,49.92,5.29,42.93,1.09,Normal
87.45,38.07,0.0,2.19,50.04,5.03,43.59,1.23,Normal
88.28,38.07,0.0,1.93,50.28,5.31,43.09,1.29,Normal
89.35,38.07,0.0,1.9,50.29,5.96,32.14,0.0,Normal
90.33,38.07,0.0,2.05,50.42,6.48,35.24,4.11,ABNORMAL_VELOCITY
90.85,38.07,0.0,1.49,50.72,6.22,35.94,0.0,ABNORMAL_VELOCITY
91.31,38.07,0.0,0.98,51.02,6.4,45.99,0.0,Normal
91.81,38.07,0.0,0.97,51.4,6.21,33.47,3.5,ABNORMAL_VELOCITY
92.21,38.07,0.0,0.91,51.52,6.72,32.17,3.94,ABNORMAL_VELOCITY
92.78,38.07,0.0,0.97,51.13,5.87,45.89,4.04,ABNORMAL_VELOCITY
93.3,38.07,0.0,1.09,51.33,6.17,44.33,3.49,ABNORMAL_VELOCITY
93.89,38.07,0.0,1.11,51.08,6.24,46.31,0.14,ABNORMAL_VELOCITY
94.41,38.07,0.0,1.1,51.39,6.73,31.08,3.95,ABNORMAL_VELOCITY
94.99,38.07,0.0,1.1,50.93,7.08,36.97,0.0,ABNORMAL_VELOCITY
95.43,38.07,0.0,1.02,51.44,6.19,27.21,0.0,ABNORMAL_VELOCITY
95.87,38.07,0.0,0.87,50.53,6.04,30.3,0.0,ABNORMAL_VELOCITY
96.35,38.07,0.0,0.92,50.19,5.29,23.52,2.35,ABNORMAL_VELOCITY
96.89,38.07,0.0,1.02,49.4,5.32,40.21,1.99,ABNORMAL_VELOCITY
97.42,38.07,0.0,1.07,49.27,4.83,29.83,2.82,ABNORMAL_VELOCITY
97.87,38.07,0.0,0.99,48.7,4.76,41.33,2.62,ABNORMAL_VELOCITY
98.44,38.07,0.0,1.02,48.27,5.47,34.9,3.15,ABNORMAL_VELOCITY
97.08,38.07,1.36,-0.8,48.13,6.25,40.75,0.0,ABNORMAL_VELOCITY
95.81,38.07,1.27,-2.63,48.51,6.26,33.15,0.0,ABNORMAL_VELOCITY
94.05,38.07,1.76,-3.03,48.6,6.34,34.58,0.0,ABNORMAL_VELOCITY
92.65,38.07,1.4,-3.16,48.82,6.08,32.29,3.77,ABNORMAL_VELOCITY
90.92,38.07,1.73,-3.13,49.12,6.73,29.45,0.0,ABNORMAL_VELOCITY
89.31,38.07,1.6,-3.34,49.51,6.37,40.91,4.11,ABNORMAL_VELOCITY
87.7,38.07,1.61,-3.22,50.15,6.69,33.83,3.4,ABNORMAL_VELOCITY
85.79,38.07,1.91,-3.52,50.16,6.72,38.38,0.0,ABNORMAL_VELOCITY
84.18,38.07,1.61,-3.52,50.32,6.8,46.39,4.17,ABNORMAL_VELOCITY
82.7,38.07,1.48,-3.09,50.92,7.02,29.07,4.33,ABNORMAL_VELOCITY
81.22,38.07,1.48,-2.96,50.95,6.71,35.02,4.47,ABNORMAL_VELOCITY
79.63,38.07,1.6,-3.08,51.01,6.94,38.89,3.29,ABNORMAL_VELOCITY
78.1,38.07,1.53,-3.13,50.84,6.93,33.89,3.35,ABNORMAL_VELOCITY
76.5,38.07,1.6,-3.13,51.12,6.56,32.53,2.95,ABNORMAL_VELOCITY
75.2,38.07,1.3,-2.9,50.7,6.11,32.3,3.45,ABNORMAL_VELOCITY
73.61,38.07,1.59,-2.89,50.69,5.12,34.72,3.29,ABNORMAL_VELOCITY
72.5,38.07,1.11,-2.7,49.65,4.58,26.46,3.01,ABNORMAL_VELOCITY
71.28,38.07,1.22,-2.33,48.22,4.73,34.18,3.35,ABNORMAL_VELOCITY
69.93,38.07,1.35,-2.57,47.69,4.6,35.94,0.94,ABNORMAL_VELOCITY
68.49,38.07,1.44,-2.79,47.34,4.56,35.4,1.27,Normal
66.9,38.07,1.59,-3.03,47.07,5.05,36.19,1.29,Normal
65.61,38.07,1.29,-2.89,47.04,5.11,35.71,1.31,Normal
64.04,38.07,1.56,-2.86,47.48,5.38,45.1,1.25,Normal
62.61,38.07,1.43,-2.99,47.94,5.13,29.97,1.44,Normal
61.1,38.07,1.51,-2.94,47.82,5.92,44.71,1.41,Normal
59.58,38.07,1.52,-3.03,48.7,5.3,40.99,1.46,Normal
57.85,38.07,1.73,-3.25,48.67,5.69,44.23,1.46,Normal
56.22,38.07,1.63,-3.36,49.26,6.01,34.6,1.62,Normal
54.68,38.07,1.54,-3.17,49.26,5.78,42.37,1.68,Normal
53.04,38.07,1.64,-3.18,49.81,6.07,31.22,1.79,Normal
51.12,38.07,1.92,-3.56,49.7,6.15,44.3,1.89,Normal
49.63,38.07,1.49,-3.41,49.96,6.24,36.12,1.73,Normal
47.7,38.07,1.93,-3.42,50.27,5.81,45.85,1.27,Normal
46.01,38.07,1.69,-3.62,50.87,5.18,31.58,0.91,Normal
44.59,38.07,1.42,-3.11,50.38,4.72,23.93,0.64,Normal
43.19,38.07,1.4,-2.82,49.32,4.23,43.02,0.49,Normal
42.02,38.07,1.17,-2.57,48.94,4.2,35.76,0.45,Normal
40.98,38.07,1.04,-2.21,48.52,3.89,32.34,0.89,Normal
39.88,38.07,1.11,-2.14,47.56,4.61,25.74,1.13,Normal
38.65,38.07,1.23,-2.34,47.05,4.81,44.91,1.29,Normal
37.23,38.07,1.41,-2.65,47.7,5.19,32.58,1.56,Normal
35.54,38.07,1.69,-3.11,47.99,6.18,46.51,1.63,Normal
34.09,38.07,1.45,-3.14,49.26,5.78,43.1,1.58,Normal
32.52,38.07,1.56,-3.01,49.37,6.23,41.35,1.74,Normal
29.67,38.03,1.54,-3.11,49.84,6.19,34.05,1.72,Normal
28.01,37.66,1.64,-3.19,49.84,6.21,29.9,1.57,Normal
26.15,37.41,1.85,-3.49,50.3,6.04,31.52,1.59,Normal
24.36,39.39,1.85,-3.7,50.79,6.38,45.15,1.59,Normal
22.6,39.8,1.49,-3.35,51.23,6.12,44.97,1.56,Normal
21.48,39.58,1.4,-2.89,51.79,6.46,42.14,1.52,Normal
17.18,39.52,1.67,-3.07,52.26,6.12,39.85,1.48,Normal
18.39,39.2,1.4,-3.07,52.16,6.11,43.05,1.32,Normal
19.55,38.8,0.0,-0.23,52.42,5.69,36.69,0.96,BATTERY_DEGRADATION
20.71,38.47,0.0,2.33,52.18,5.05,43.77,0.8,BATTERY_DEGRADATION
21.6,38.5,0.0,2.06,51.99,5.02,28.58,0.65,BATTERY_DEGRADATION
22.57,38.3,0.0,1.72,51.44,4.4,34.09,0.49,BATTERY_DEGRADATION
23.37,37.9,0.0,1.79,50.73,4.24,23.95,0.48,BATTERY_DEGRADATION
24.49,37.87,0.0,2.08,49.79,3.94,30.67,0.93,BATTERY_DEGRADATION
23.18,37.57,0.0,2.26,48.63,4.58,32.87,1.25,BATTERY_DEGRADATION
26.55,37.28,0.0,2.08,48.47,5.67,44.61,1.45,BATTERY_DEGRADATION
27.61,39.67,0.0,1.92,49.0,5.96,29.66,1.48,BATTERY_DEGRADATION
26.15,39.63,0.0,1.95,48.95,5.8,31.59,1.39,BATTERY_DEGRADATION
29.59,39.45,0.0,1.98,49.34,5.42,45.3,1.51,BATTERY_DEGRADATION
30.64,38.98,0.0,2.08,49.71,5.68,34.6,1.41,BATTERY_DEGRADATION
31.8,38.81,0.0,2.24,49.92,5.38,35.92,1.38,BATTERY_DEGRADATION
32.47,38.94,0.0,2.32,49.59,5.33,27.33,1.31,BATTERY_DEGRADATION
34.07,38.55,0.0,2.28,49.51,5.62,38.54,1.49,BATTERY_DEGRADATION
32.28,38.23,0.0,2.2,49.77,5.92,34.25,1.53,BATTERY_DEGRADATION
35.96,37.84,0.0,1.91,50.15,6.1,40.49,1.45,BATTERY_DEGRADATION
36.81,37.47,0.0,1.7,50.4,5.54,40.42,1.49,BATTERY_DEGRADATION
38.04,37.14,0.0,1.77,50.24,5.58,45.9,1.67,BATTERY_DEGRADATION
37.82,36.98,0.0,2.0,50.15,6.35,39.35,1.51,BATTERY_DEGRADATION
38.29,36.7,0.0,2.01,50.45,5.76,33.12,1.09,BATTERY_DEGRADATION
38.01,36.67,0.0,2.01,50.84,5.32,31.07,0.8,BATTERY_DEGRADATION
41.7,38.83,0.0,1.93,50.39,4.82,41.48,0.6,BATTERY_DEGRADATION
42.71,38.54,0.0,1.87,50.47,3.97,34.44,0.55,BATTERY_DEGRADATION
43.55,38.42,0.0,1.86,49.62,4.03,27.87,0.41,BATTERY_DEGRADATION
44.37,38.3,0.0,1.67,48.52,4.09,32.37,0.92,BATTERY_DEGRADATION
45.62,38.0,0.0,1.91,47.69,4.42,37.29,1.04,BATTERY_DEGRADATION
46.53,37.95,0.0,2.17,47.6,4.97,28.6,1.36,BATTERY_DEGRADATION
48.68,37.95,0.0,1.92,47.65,5.56,37.37,1.32,Normal
49.56,37.95,0.0,1.71,48.0,5.08,40.33,1.24,Normal
50.69,37.95,0.0,2.01,48.33,5.43,37.66,1.25,Normal
51.86,37.95,0.0,2.3,48.61,5.25,28.29,1.34,Normal
52.94,37.95,0.0,2.25,48.43,5.49,31.08,1.32,Normal
54.0,37.95,0.0,2.14,48.91,5.32,36.68,1.45,Normal
54.9,37.95,0.0,1.96,48.96,5.36,40.25,1.48,Normal
56.02,37.95,0.0,2.02,48.87,5.65,37.4,1.36,Normal
56.95,37.95,0.0,2.04,49.41,5.6,28.79,1.39,Normal
58.07,37.95,0.0,2.05,49.11,5.45,31.27,1.45,Normal
58.92,37.95,0.0,1.97,49.05,5.49,41.2,1.62,Normal
59.79,37.95,0.0,1.72,49.43,5.72,28.76,1.71,Normal
60.8,37.95,0.0,1.89,49.83,6.14,35.09,1.26,Normal
61.78,37.95,0.0,2.0,49.83,5.38,37.91,1.03,Normal
62.95,37.95,0.0,2.14,49.88,5.11,26.93,0.82,Normal
64.0,37.95,0.0,2.21,49.52,4.5,37.57,0.59,Normal
64.83,37.95,0.0,1.89,49.22,4.28,32.27,0.52,Normal
65.97,37.95,0.0,1.98,48.87,4.18,36.61,0.94,Normal
66.83,37.95,0.0,2.0,48.74,4.78,44.42,0.98,Normal
67.68,37.95,0.0,1.7,48.93,5.16,31.42,1.35,Normal
68.72,37.95,0.0,1.89,48.87,5.47,44.41,1.4,Normal
69.92,37.95,0.0,2.24,49.27,5.85,31.58,1.48,Normal
71.04,37.95,0.0,2.32,49.25,5.89,27.06,1.66,Normal
72.1,37.95,0.0,2.18,49.57,5.95,37.19,1.62,Normal
72.94,37.95,0.0,1.9,49.88,6.32,33.71,1.61,Normal
73.96,37.95,0.0,1.87,50.25,5.9,27.28,1.71,Normal
74.87,37.95,0.0,1.93,50.55,6.26,27.96,1.69,Normal
75.78,37.95,0.0,1.81,50.87,6.1,35.45,1.62,Normal
76.67,37.95,0.0,1.8,51.4,6.2,31.07,1.58,Normal
77.59,37.95,0.0,1.82,51.82,5.57,38.09,1.44,Normal
78.47,37.95,0.0,1.8,51.7,6.51,31.36,4.21,ABNORMAL_VELOCITY
79.31,37.95,0.0,1.72,51.44,6.8,31.38,3.68,ABNORMAL_VELOCITY
80.45,37.95,0.0,1.99,51.04,6.8,35.93,3.22,Normal
81.53,37.95,0.0,2.22,50.83,5.92,25.32,3.71,ABNORMAL_VELOCITY
82.71,37.95,0.0,2.26,50.47,5.95,30.57,0.0,ABNORMAL_VELOCITY
83.89,37.95,0.0,2.36,50.23,4.88,41.38,0.0,ABNORMAL_VELOCITY
84.86,37.95,0.0,2.14,49.34,4.84,30.44,2.64,ABNORMAL_VELOCITY
85.98,37.95,0.0,2.09,48.91,4.51,42.15,3.48,ABNORMAL_VELOCITY
87.02,37.95,0.0,2.16,48.11,5.31,37.31,3.62,ABNORMAL_VELOCITY
88.19,37.95,0.0,2.21,48.0,5.53,30.94,2.85,ABNORMAL_VELOCITY
89.19,37.95,0.0,2.17,47.6,5.89,34.13,3.67,ABNORMAL_VELOCITY
90.01,37.95,0.0,1.82,47.93,6.31,44.3,0.0,ABNORMAL_VELOCITY
90.47,37.95,0.0,1.28,48.61,6.31,30.05,4.35,ABNORMAL_VELOCITY
90.9,37.95,0.0,0.89,48.85,6.76,37.03,0.0,ABNORMAL_VELOCITY
91.32,37.95,0.0,0.85,49.5,7.25,36.54,0.0,ABNORMAL_VELOCITY
91.77,37.95,0.0,0.87,50.16,6.44,36.48,0.0,ABNORMAL_VELOCITY
92.23,37.95,0.0,0.92,50.36,6.97,33.81,3.66,ABNORMAL_VELOCITY
92.8,37.95,0.0,1.03,50.3,6.79,27.92,4.5,ABNORMAL_VELOCITY
93.35,37.95,0.0,1.12,50.33,6.87,34.25,4.07,ABNORMAL_VELOCITY
93.83,37.95,0.0,1.03,50.31,6.52,41.91,4.5,ABNORMAL_VELOCITY
94.34,37.95,0.0,0.99,50.98,7.07,46.83,3.81,ABNORMAL_VELOCITY
94.91,37.95,0.0,1.08,51.07,6.96,41.95,4.5,ABNORMAL_VELOCITY
95.49,37.95,0.0,1.15,51.6,7.16,34.16,3.46,ABNORMAL_VELOCITY
96.05,37.95,0.0,1.14,51.58,5.69,44.82,3.33,ABNORMAL_VELOCITY
96.46,37.95,0.0,0.97,51.05,5.87,30.4,0.0,ABNORMAL_VELOCITY
96.87,37.95,0.0,0.82,50.98,5.69,33.96,2.14,ABNORMAL_VELOCITY
97.42,37.95,0.0,0.96,50.35,4.75,27.11,0.0,ABNORMAL_VELOCITY
97.98,37.95,0.0,1.11,49.4,4.9,30.29,3.82,ABNORMAL_VELOCITY
98.46,37.95,0.0,1.04,48.88,5.96,32.97,3.18,ABNORMAL_VELOCITY
97.24,37.95,1.22,-0.74,48.74,5.55,45.26,3.6,ABNORMAL_VELOCITY
95.82,37.95,1.42,-2.65,48.53,6.58,32.67,3.19,ABNORMAL_VELOCITY
94.23,37.95,1.59,-3.01,48.75,7.09,36.93,0.0,ABNORMAL_VELOCITY
92.58,37.95,1.65,-3.24,49.39,6.01,39.72,3.68,ABNORMAL_VELOCITY
90.76,37.95,1.82,-3.47,49.88,6.48,36.79,0.0,ABNORMAL_VELOCITY
88.92,37.95,1.84,-3.66,50.47,7.33,36.54,0.0,ABNORMAL_VELOCITY
87.0,37.95,1.93,-3.77,51.23,7.1,46.1,4.5,ABNORMAL_VELOCITY
85.06,37.95,1.94,-3.87,51.86,6.14,44.88,1.54,ABNORMAL_VELOCITY
83.57,37.95,1.49,-3.43,52.14,5.76,29.83,1.69,Normal
81.96,37.95,1.6,-3.09,52.12,6.34,38.29,1.73,Normal
80.08,37.95,1.88,-3.48,52.05,6.45,36.07,1.82,Normal
78.35,37.95,1.74,-3.62,52.25,6.64,35.49,1.67,Normal
76.37,37.95,1.98,-3.72,52.18,5.81,41.26,1.62,Normal
74.93,37.95,1.43,-3.42,52.0,5.75,25.76,1.25,Normal
73.22,37.95,1.72,-3.15,51.9,5.44,29.84,0.97,Normal
71.55,37.95,1.67,-3.38,51.26,5.07,44.39,0.82,Normal
70.35,37.95,1.2,-2.87,50.98,4.81,37.01,0.65,Normal
68.95,37.95,1.4,-2.6,50.37,3.92,32.66,0.56,Normal
67.78,37.95,1.17,-2.57,49.53,4.11,27.08,0.96,Normal
66.28,37.95,1.51,-2.68,48.4,5.07,27.0,1.3,Normal
64.53,37.95,1.75,-3.26,48.35,5.63,43.02,1.34,Normal
62.74,37.95,1.79,-3.54,50.71,5.69,44.89,1.59,Normal
61.05,37.95,1.68,-3.47,52.6,6.5,27.44,1.7,Normal
59.32,37.95,1.73,-3.42,54.22,6.75,43.35,1.62,Normal
57.72,37.95,1.6,-3.33,56.06,6.73,31.67,1.54,Normal
56.09,37.95,1.64,-3.23,57.62,6.88,34.41,1.62,Normal
54.25,37.95,1.83,-3.47,59.66,7.36,33.64,1.57,Normal
52.76,37.95,1.5,-3.33,61.24,7.09,35.2,1.49,Normal
51.31,37.95,1.45,-2.94,62.51,7.61,35.41,1.44,Normal
49.74,37.95,1.57,-3.02,64.54,7.28,32.44,1.47,Normal
48.09,37.95,1.65,-3.22,65.87,7.71,33.2,1.62,Normal
46.4,37.95,1.68,-3.34,67.63,7.9,38.31,1.68,MOTOR_OVERHEATING
44.66,37.95,1.74,-3.42,69.27,8.49,36.91,1.8,MOTOR_OVERHEATING
43.04,37.95,1.62,-3.36,70.73,8.93,35.71,1.34,MOTOR_OVERHEATING
41.24,37.95,1.8,-3.43,72.78,8.32,36.68,1.04,MOTOR_OVERHEATING
39.59,37.95,1.64,-3.45,73.95,7.86,39.11,0.77,MOTOR_OVERHEATING
37.93,37.95,1.66,-3.31,74.63,7.51,32.03,0.66,MOTOR_OVERHEATING
36.4,37.95,1.53,-3.2,75.03,7.73,32.13,0.49,MOTOR_OVERHEATING
34.91,37.95,1.49,-3.02,75.87,7.26,35.46,0.99,MOTOR_OVERHEATING
33.69,37.95,1.22,-2.71,76.41,8.35,35.97,1.29,MOTOR_OVERHEATING
32.09,37.95,1.6,-2.82,77.44,9.14,27.04,1.3,MOTOR_OVERHEATING
30.62,37.95,1.46,-3.07,79.0,9.89,36.91,1.44,MOTOR_OVERHEATING
29.12,37.95,1.5,-2.96,81.32,9.84,37.95,1.55,MOTOR_OVERHEATING
27.52,37.95,1.6,-3.1,82.98,10.28,27.47,1.7,MOTOR_OVERHEATING
26.03,37.95,1.49,-3.09,84.33,11.08,34.99,1.85,MOTOR_OVERHEATING
24.21,37.95,1.83,-3.31,86.66,11.98,39.72,1.71,MOTOR_OVERHEATING
22.55,37.95,1.66,-3.49,89.38,11.41,35.14,1.7,MOTOR_OVERHEATING
20.93,37.95,1.62,-3.28,91.03,12.19,41.13,1.56,MOTOR_OVERHEATING
19.11,37.95,1.81,-3.43,93.36,11.66,45.4,1.4,MOTOR_OVERHEATING
20.12,37.95,0.0,-0.81,95.52,11.69,26.48,1.3,MOTOR_OVERHEATING
21.15,37.95,0.0,2.03,96.87,12.14,42.42,1.35,MOTOR_OVERHEATING
22.31,37.95,0.0,2.19,98.95,12.16,33.46,1.37,MOTOR_OVERHEATING
23.19,37.95,0.0,2.04,100.12,12.35,29.46,1.41,MOTOR_OVERHEATING
24.23,37.95,0.0,1.92,101.48,12.62,33.23,1.11,MOTOR_OVERHEATING
25.25,37.95,0.0,2.06,102.65,12.25,31.9,0.87,MOTOR_OVERHEATING
26.3,37.95,0.0,2.07,103.48,11.96,26.4,0.71,MOTOR_OVERHEATING
27.33,37.95,0.0,2.08,104.06,11.93,29.53,0.64,MOTOR_OVERHEATING
28.48,37.95,0.0,2.18,49.86,4.08,27.24,0.46,Normal
29.36,37.95,0.0,2.03,49.03,4.12,39.78,0.73,Normal
30.19,37.95,0.0,1.71,48.31,4.11,36.6,1.1,Normal
31.05,37.95,0.0,1.69,47.96,5.17,44.5,1.1,Normal
31.98,37.95,0.0,1.79,48.6,5.04,32.89,1.16,Normal
32.98,37.95,0.0,1.93,48.32,5.34,30.41,1.2,Normal
34.12,37.95,0.0,2.13,48.62,4.9,27.2,1.28,Normal
35.1,37.95,0.0,2.12,48.68,5.13,34.88,1.47,Normal
35.98,37.95,0.0,1.86,48.65,5.53,28.1,1.66,Normal
37.02,37.95,0.0,1.92,48.93,6.21,28.9,1.59,Normal
