battery_level,battery_health,battery_drop_rate,battery_trend,temperature,motor_current,cpu_load,velocity
39.54,38.4,1.65,-3.16,51.35,6.32,25.96,1.3
40.69,38.55,1.45,-2.69,47.3,5.34,43.28,1.52
80.62,39.25,1.39,-2.79,103.98,13.17,41.76,1.61
45.05,37.15,1.7,-3.36,50.69,6.85,31.16,0.0
18.99,37.2,1.7,-3.57,97.91,12.63,43.22,1.38
56.27,100.0,0.59,-1.21,49.92,6.9,31.12,3.71
66.19,39.09,0.0,1.72,50.83,5.54,34.65,1.36
71.16,37.45,1.41,-2.76,48.07,4.99,45.64,1.42
95.92,38.03,0.0,1.05,49.98,4.44,24.1,0.64
49.42,38.97,1.4,-3.15,50.13,6.63,41.56,1.64
70.15,38.76,0.0,2.02,47.78,5.28,40.51,0.0
41.24,39.02,0.0,1.91,48.02,5.1,33.18,1.35
91.93,37.91,0.0,0.99,49.81,4.19,27.82,0.67
30.14,38.56,0.0,1.83,52.18,5.0,30.77,0.9
52.1,38.24,0.0,2.06,49.43,6.9,27.13,3.16
59.46,39.19,1.15,-2.19,47.71,4.22,38.94,1.04
91.69,38.68,0.0,0.99,49.83,6.24,33.62,1.83
57.45,38.24,0.0,2.26,50.8,6.83,42.23,4.08
38.49,37.97,0.0,2.12,51.56,4.95,38.31,0.86
73.29,37.51,1.57,-3.29,49.64,5.63,29.54,1.49
91.33,38.65,0.0,0.97,94.64,11.71,41.47,1.3
63.24,37.51,0.0,2.02,51.9,6.45,35.44,3.2
87.38,39.25,0.0,1.76,56.77,5.82,31.43,1.18
49.63,38.03,0.0,1.93,48.46,5.74,38.55,1.39
39.84,45.6,0.0,1.96,65.6,6.61,31.44,1.22
60.7,38.24,1.25,-2.74,96.62,11.75,41.48,1.48
29.99,37.34,0.0,2.36,49.37,3.68,30.1,0.97
77.38,100.0,0.65,-1.22,50.1,6.59,43.21,3.5
43.8,38.03,1.45,-3.36,52.38,5.16,36.91,0.86
84.04,39.19,0.0,1.9,50.25,5.71,38.63,3.21
93.5,38.76,0.0,1.14,53.27,5.93,27.47,1.56
28.6,39.21,0.0,1.94,50.29,6.64,33.48,0.0
59.18,38.99,1.88,-3.37,50.73,6.35,35.98,1.74
89.78,38.97,0.0,2.15,48.46,5.57,40.98,1.39
77.24,38.68,1.7,-3.6,75.05,8.99,37.09,1.41
96.81,37.5,0.0,0.9,91.71,10.36,36.86,1.0
84.23,38.03,0.0,1.83,84.35,8.74,30.87,0.5
87.92,39.1,0.0,1.83,50.21,3.91,31.97,0.5
57.94,100.0,0.0,1.83,49.76,5.85,37.2,1.4
64.47,38.76,0.0,2.09,50.71,5.77,33.16,1.2
79.75,39.09,0.0,2.05,49.58,4.06,24.97,0.57
26.41,36.35,1.91,-3.5,50.52,7.0,44.97,0.0
21.55,38.98,0.0,1.93,50.43,7.43,43.98,0.0
46.62,37.34,1.41,-3.07,50.5,6.79,28.7,0.0
74.93,36.35,0.0,1.99,49.37,4.37,29.12,0.66
50.3,37.5,0.0,1.8,80.09,8.26,40.4,0.51
19.98,37.68,0.0,-0.62,51.22,7.12,33.07,3.33
82.51,38.03,1.97,-3.51,49.5,6.36,41.56,4.11
38.03,38.26,1.87,-3.32,48.68,6.51,35.37,1.79
59.86,38.56,1.17,-2.48,63.35,5.93,39.05,0.53
90.9,37.95,0.0,0.89,48.85,6.76,37.03,0.0
92.57,100.0,0.0,0.95,99.9,12.99,32.81,1.84
93.43,42.48,0.0,1.11,51.69,5.71,35.4,1.12
31.88,38.12,0.0,2.15,49.5,6.11,32.22,1.45
92.78,38.65,0.0,0.9,98.92,10.86,42.21,0.63
65.45,38.11,1.2,-2.55,47.95,5.52,32.5,1.22
55.7,37.5,1.7,-3.13,49.23,5.79,40.48,0.0
19.93,37.5,1.84,-3.8,50.49,7.36,26.61,4.27
44.95,38.44,0.0,2.22,51.87,6.18,31.64,1.36
89.02,37.57,1.73,-3.58,49.0,5.41,36.09,1.47
81.36,39.19,1.75,-3.19,68.18,8.07,34.43,1.62
77.24,36.53,1.94,-3.96,51.03,6.73,36.32,1.77
93.43,38.04,0.0,0.9,77.35,9.13,31.93,1.38
80.21,38.04,0.0,2.07,94.48,11.78,31.67,1.83
54.91,39.19,0.0,2.0,49.71,6.0,41.67,1.8
36.29,38.75,1.32,-2.89,53.31,6.01,45.61,1.25
79.11,38.07,1.41,-2.47,47.34,5.63,40.95,0.0
61.96,38.24,1.49,-3.1,94.98,11.06,45.56,1.23
88.54,44.43,1.37,-2.84,50.25,5.67,42.85,1.37
69.53,37.49,0.0,1.71,50.02,4.46,31.87,0.56
79.48,38.98,0.0,2.1,48.02,6.09,36.43,3.53
94.85,37.5,1.51,-3.27,100.06,12.88,39.36,1.54
42.33,36.9,1.76,-3.42,49.5,5.88,32.64,1.52
61.42,38.76,1.57,-2.87,48.6,6.36,34.53,3.87
39.44,39.98,0.0,2.05,50.47,5.84,32.86,1.62
89.79,37.51,0.0,1.69,48.07,4.91,32.67,1.24
76.74,38.4,1.88,-3.33,51.17,7.1,33.04,0.0
71.1,38.08,0.0,1.86,49.48,6.2,42.86,1.52
31.75,36.9,0.0,1.79,48.03,5.24,39.99,1.14
35.6,39.19,1.12,-2.35,47.01,4.34,36.45,1.29
25.57,37.53,0.0,1.79,50.37,6.42,39.81,1.65
74.56,38.09,1.45,-2.9,47.66,5.95,29.56,0.0
81.74,44.43,0.0,1.93,50.23,4.95,40.57,3.13
29.58,38.11,0.0,2.03,48.39,5.79,35.37,0.0
23.32,37.68,1.48,-2.84,47.84,6.29,30.75,3.72
95.42,39.27,0.0,0.99,51.13,5.86,33.76,1.33
65.12,39.21,1.48,-3.22,49.01,5.53,37.12,1.67
92.83,37.14,1.34,-2.92,47.11,5.03,36.27,1.21
67.58,37.2,0.0,2.2,49.16,4.89,26.56,2.99
41.54,38.12,1.75,-3.14,69.4,8.19,41.02,1.53
84.06,38.6,0.0,2.04,48.98,5.6,33.17,1.63
79.03,100.0,0.58,-1.13,89.73,11.5,42.26,1.66
22.26,38.46,0.0,2.13,48.88,5.53,42.29,1.45
56.14,38.68,0.0,2.06,53.56,6.51,44.02,0.0
28.14,100.0,0.0,1.8,49.71,5.1,28.57,0.0
38.82,38.27,0.0,2.22,48.46,5.65,32.12,3.51
72.0,38.68,0.0,1.89,88.77,10.62,27.17,1.49
73.88,38.08,0.0,1.84,52.48,5.94,37.32,1.65
70.15,38.98,0.0,1.99,50.2,4.36,33.28,0.45
33.28,37.7,1.83,-3.48,48.44,6.2,43.53,1.75
31.78,37.57,0.0,1.7,47.9,5.79,31.54,1.48
29.73,38.12,0.0,2.2,49.31,5.67,27.92,1.52
43.27,38.82,0.0,2.04,48.85,5.77,42.7,1.59
26.65,38.11,0.0,1.66,50.09,5.86,39.67,3.07
35.27,38.12,1.63,-3.17,76.0,9.36,39.88,1.6
52.24,37.68,0.0,2.29,48.38,5.14,27.67,1.57
46.68,100.0,0.56,-1.07,96.79,11.6,39.8,1.41
23.9,39.33,0.0,1.91,64.0,7.6,43.39,1.13
92.32,38.4,0.0,1.17,48.38,6.05,34.4,1.5
93.24,38.07,0.0,0.94,82.35,8.15,42.89,0.66
48.37,39.9,1.7,-3.29,51.01,6.37,32.15,1.51
91.67,36.62,1.66,-3.18,48.5,5.57,42.55,1.25
84.18,100.0,0.49,-1.08,74.19,7.08,35.2,0.61
59.18,38.07,0.0,2.12,70.4,8.4,30.55,1.23
55.55,39.09,0.0,2.1,92.22,11.31,27.2,1.5
86.15,37.51,0.0,1.9,50.03,4.89,40.11,3.09
83.22,38.27,1.41,-2.79,49.21,3.91,38.0,0.54
85.31,38.38,0.0,1.9,49.44,6.27,34.44,0.0
70.08,38.07,1.29,-2.64,48.47,5.51,35.53,1.5
58.68,37.68,0.0,2.08,50.48,5.73,41.31,1.43
28.32,39.19,1.32,-2.53,72.0,8.38,32.38,1.13
47.15,63.65,1.07,-2.0,51.29,6.15,41.46,1.22
63.28,38.03,1.45,-3.09,47.89,6.56,42.22,0.0
84.63,38.03,0.0,1.98,50.71,5.28,40.17,2.58
90.59,100.0,0.0,1.36,91.19,11.41,28.37,1.68
87.95,38.03,0.0,1.67,88.68,10.23,29.3,1.13
91.37,37.47,0.0,0.96,49.99,5.71,32.58,1.55
62.5,38.24,0.0,2.08,52.01,6.24,42.3,0.0
53.14,35.55,0.0,2.09,104.58,11.48,28.35,0.53
30.12,38.03,1.45,-2.96,49.51,6.26,31.03,3.75
30.49,36.27,0.0,1.84,51.1,5.24,38.82,0.0
27.4,37.93,1.39,-3.08,48.68,5.47,42.92,1.26
45.38,37.95,0.0,1.92,50.84,4.82,36.71,0.78
94.18,38.08,0.0,0.95,86.27,10.87,46.68,1.58
77.38,38.84,0.0,2.02,51.58,5.8,32.37,1.32
52.54,100.0,0.69,-1.19,49.79,6.4,40.0,0.0
64.39,36.62,0.0,1.73,46.8,5.02,45.78,1.4
42.37,38.04,1.69,-3.1,50.02,6.99,35.6,4.26
54.89,38.37,1.65,-3.2,48.53,5.4,26.69,1.48
76.77,38.58,1.52,-3.29,49.46,5.59,45.85,1.55
83.96,45.06,0.0,1.98,49.32,4.96,41.83,1.19
26.35,39.19,1.78,-3.44,48.96,6.18,34.81,1.48
21.39,38.27,1.32,-2.44,49.86,6.45,36.73,3.98
87.49,38.76,0.0,1.76,50.22,4.69,28.34,0.61
56.76,38.07,0.0,2.18,46.76,4.31,36.64,0.95
42.11,38.24,1.16,-2.79,50.71,4.56,35.32,0.66
20.81,38.98,0.0,-0.81,50.63,6.45,28.18,1.56
53.88,38.03,0.0,2.07,91.9,11.86,28.22,1.44
60.41,37.68,0.0,1.73,50.05,5.86,27.81,1.4
61.78,37.95,0.0,2.0,49.83,5.38,37.91,1.03
64.75,39.25,1.53,-2.64,47.84,5.02,41.02,1.34
72.73,39.73,0.0,2.15,51.71,6.16,44.22,1.62
21.1,44.43,0.0,2.23,68.03,6.85,27.01,0.5
84.43,38.16,1.27,-2.89,51.79,4.69,42.39,0.72
37.42,37.97,0.0,2.11,51.52,5.82,42.24,1.21
45.7,39.13,0.0,2.24,50.61,4.36,35.3,0.63
23.19,38.23,0.0,2.01,51.12,5.93,38.73,1.57
56.6,37.68,0.0,2.21,49.54,5.2,42.93,1.56
91.45,38.97,1.23,-2.65,80.37,9.66,42.85,1.52
94.78,37.51,0.0,1.17,49.34,5.51,42.42,1.39
42.46,39.09,1.63,-2.94,49.6,5.42,38.35,1.51
67.45,39.37,1.68,-3.15,50.9,5.17,39.99,0.84
42.84,37.5,0.0,2.06,50.16,5.04,29.7,0.81
21.88,38.07,0.0,2.09,51.99,5.33,33.19,0.78
72.59,38.03,1.36,-3.15,51.02,4.88,29.56,0.87
36.55,39.21,0.0,1.94,50.9,5.54,37.46,2.98
91.44,37.78,0.0,0.91,52.0,4.85,27.87,0.84
67.86,36.95,0.0,2.05,47.66,5.42,42.26,1.44
97.78,38.03,0.0,1.09,50.1,5.17,33.04,0.0
42.44,38.98,1.73,-3.39,88.96,11.33,37.67,1.54
81.65,37.93,1.72,-3.61,50.47,6.54,37.89,4.42
29.49,38.97,1.78,-3.23,51.34,5.89,30.99,1.42
96.98,38.27,0.0,0.99,97.72,12.32,30.37,1.61
33.7,39.09,0.0,1.97,59.93,7.15,32.12,1.72
95.18,39.45,0.0,0.91,50.44,5.95,42.08,1.1
62.84,37.2,1.86,-3.74,100.3,13.17,28.75,1.75
30.08,38.12,1.64,-3.34,81.05,9.89,27.98,1.73
70.07,38.56,1.73,-3.65,54.5,6.15,30.29,1.75
28.72,39.33,0.0,1.97,73.36,9.15,41.99,1.57
94.62,38.08,0.0,0.97,88.38,11.1,40.34,1.55
43.04,38.98,1.81,-3.64,51.34,6.33,30.67,1.79
51.69,38.08,1.54,-2.93,93.19,11.7,29.71,1.51
37.74,37.2,0.0,2.09,48.57,6.29,33.92,1.56
49.82,37.68,1.86,-3.5,50.11,6.17,30.34,1.55
91.86,38.76,0.0,1.03,48.56,6.31,33.79,3.2
52.23,37.62,0.0,2.06,49.17,3.85,42.0,0.71
40.91,38.03,1.15,-2.46,50.02,4.6,36.39,2.42
49.81,37.91,0.0,1.81,47.46,4.87,43.89,1.33
81.0,36.35,1.38,-3.14,87.8,9.48,32.78,0.55
77.0,38.39,0.0,2.06,50.11,5.86,39.6,1.51
48.39,39.25,1.58,-3.16,50.49,5.52,42.04,1.59
53.32,37.68,1.69,-3.12,49.33,5.86,33.59,1.7
89.01,35.55,0.0,2.05,48.55,6.2,35.85,3.13
58.05,37.2,0.0,2.36,51.65,4.67,44.26,0.77
39.39,38.11,0.0,1.89,51.84,6.45,42.41,1.67
60.98,35.55,0.0,2.05,48.9,6.16,40.62,1.63
92.45,39.25,1.51,-3.0,89.48,11.09,36.63,1.26
71.78,38.08,0.0,1.69,97.39,12.19,42.03,1.59
19.6,38.98,0.0,-0.55,103.14,12.98,33.41,1.34
23.36,38.08,0.0,2.06,50.87,4.95,35.7,0.54
53.45,39.09,0.0,2.26,88.96,10.95,28.17,1.61
46.9,38.75,0.0,2.1,49.54,6.35,35.54,1.66
62.04,45.6,0.0,2.3,101.52,12.1,44.12,1.4
43.52,38.07,0.0,1.86,48.09,6.02,30.37,1.78
21.22,38.57,0.0,1.99,51.91,6.25,31.97,0.0
86.31,37.91,1.13,-2.69,49.8,5.11,27.65,0.0
62.93,38.68,0.0,1.85,77.58,9.25,36.64,0.97
31.19,38.08,1.6,-2.98,47.72,6.05,38.07,0.0
23.48,38.68,1.34,-3.09,49.1,6.75,41.65,0.0
47.51,38.76,0.0,1.83,86.93,9.29,24.72,0.62
19.33,36.27,1.75,-3.2,50.46,6.77,37.75,1.44
46.51,37.91,1.5,-2.96,48.28,6.38,27.45,3.37
41.16,39.19,0.0,2.06,51.08,5.7,32.04,1.61
84.06,37.5,0.0,1.74,49.85,5.45,29.65,1.34
54.45,38.99,0.0,1.91,49.69,6.12,47.0,1.76
56.82,38.27,0.0,1.83,49.02,3.96,33.54,0.48
77.73,37.2,1.12,-2.19,85.71,8.57,30.54,0.88
76.65,38.02,0.0,2.2,49.08,5.85,28.16,1.5
79.75,100.0,0.61,-1.15,84.19,10.19,31.91,1.61
62.83,38.65,0.0,1.67,48.36,5.39,37.72,1.19
27.07,38.68,0.0,2.05,48.98,5.24,28.49,2.97
54.85,37.51,0.0,1.83,49.52,5.91,38.71,1.78
39.46,37.2,0.0,2.27,50.55,5.99,40.21,2.68
81.65,38.09,1.72,-3.48,50.86,5.95,25.46,3.34
90.37,38.65,0.0,1.73,91.52,11.7,42.57,1.49
94.9,37.2,0.0,1.14,49.36,5.75,31.44,1.65
72.84,38.09,1.72,-3.17,47.73,6.03,28.43,3.93
82.08,38.29,0.0,1.97,50.55,4.67,27.23,0.64
40.93,45.6,0.0,2.09,66.41,8.15,42.44,1.35
36.02,39.9,0.0,1.88,91.36,11.64,46.05,1.66
81.73,37.95,0.0,1.91,50.89,7.16,28.46,4.5
42.59,38.03,0.0,2.09,50.33,4.34,30.98,0.7
35.89,45.6,0.0,1.93,62.88,6.13,32.9,0.65
84.09,38.12,1.69,-3.13,83.01,9.17,32.44,0.69
49.83,38.11,1.66,-3.53,50.74,7.48,46.93,0.0
70.44,39.21,1.85,-3.72,52.57,5.45,43.64,1.08
81.68,36.9,1.8,-3.34,77.92,10.02,31.29,1.54
28.62,38.98,0.0,2.26,61.01,5.53,28.67,0.59
64.91,100.0,0.59,-1.14,49.68,5.85,35.13,1.62
47.85,100.0,0.0,2.11,48.01,3.98,34.89,0.87
43.77,44.43,0.0,1.76,98.87,11.25,39.52,1.01
59.95,37.86,1.19,-2.71,48.58,4.15,41.38,0.91
69.19,36.27,0.0,1.86,50.55,4.68,39.9,0.68
44.27,37.91,0.0,1.97,49.64,4.21,30.77,0.52
19.37,38.15,0.0,-0.7,51.94,6.83,27.49,2.43
22.15,39.09,0.0,1.72,50.09,4.19,26.22,0.86
89.62,38.2,0.0,1.99,50.4,5.96,43.67,1.62
81.22,38.07,1.48,-2.96,50.95,6.71,35.02,4.47
53.03,36.27,1.88,-3.52,94.66,11.9,31.29,1.49
25.08,38.76,0.0,2.13,52.98,5.9,39.66,0.95
63.28,36.9,1.33,-2.95,94.5,10.41,27.09,0.45
81.25,38.68,1.34,-2.79,50.76,5.82,35.48,1.64
96.43,37.91,0.0,0.94,48.94,5.45,29.85,1.57
23.36,59.49,0.0,1.88,51.11,5.89,38.0,1.36
23.92,35.55,0.0,2.27,63.4,8.17,26.59,1.44
96.61,38.76,0.0,0.86,50.0,4.7,31.9,0.76
37.71,38.15,0.0,1.96,51.55,6.22,43.77,1.6
37.66,38.03,0.0,1.82,62.35,7.73,41.7,1.56
80.27,38.08,1.17,-2.57,49.26,4.23,29.81,0.4
47.46,39.19,1.55,-2.97,54.14,5.84,30.38,1.33
21.76,36.35,0.0,2.13,50.32,5.16,26.45,0.0
72.95,37.15,0.0,2.08,48.9,5.91,44.17,1.5
33.26,37.2,1.74,-3.42,49.28,6.05,34.06,1.74
60.8,38.12,0.0,1.84,48.79,5.67,29.87,3.17
98.07,38.68,0.0,0.82,53.51,4.1,26.31,0.97
94.35,38.68,1.49,-3.02,100.17,12.02,39.21,1.36
41.92,45.06,0.0,2.04,51.58,5.15,32.06,2.85
36.91,38.68,1.47,-2.63,47.94,4.27,24.59,0.82
78.81,37.2,0.0,2.21,48.27,6.72,34.87,0.0
40.16,37.2,0.0,1.99,48.24,5.75,33.98,0.0
73.21,38.57,1.64,-3.36,50.83,5.97,39.43,1.86
88.67,38.76,0.0,1.82,47.52,4.32,25.08,0.96
57.65,38.07,1.45,-3.19,50.23,7.21,39.23,0.0
71.65,39.19,1.5,-3.15,50.16,5.82,25.86,1.27
72.81,42.8,1.08,-2.39,47.56,4.65,44.85,1.14
95.83,38.59,0.0,1.16,49.66,4.67,38.58,0.59
76.91,37.99,1.43,-2.79,50.06,6.15,45.39,1.57
27.48,38.98,1.37,-2.54,90.25,10.83,35.19,1.28
41.09,38.27,0.0,2.27,48.61,6.1,27.22,0.0
95.63,36.54,0.0,0.85,50.44,4.96,34.04,0.91
60.59,39.9,0.0,2.02,50.98,5.73,44.87,1.45
90.41,39.19,0.0,2.01,50.18,5.36,33.25,0.0
42.24,37.97,1.57,-2.74,47.96,5.73,45.27,0.0
20.44,38.68,1.38,-3.04,45.94,7.24,33.33,3.18
49.89,38.98,1.66,-3.31,67.27,7.69,37.14,1.17
77.42,39.19,0.0,2.21,48.87,6.71,39.79,3.66
39.54,39.25,1.19,-2.52,50.04,3.81,35.13,0.5
73.02,38.98,0.0,1.8,48.61,4.86,27.38,1.14
68.98,37.5,0.0,2.25,50.98,5.43,44.56,1.0
32.98,38.4,1.47,-2.58,49.0,4.03,33.75,0.84
58.48,38.68,0.0,1.93,69.56,8.41,27.13,1.41
65.67,37.75,0.0,1.83,47.84,5.12,30.96,1.19
54.11,35.55,0.0,2.13,49.55,4.04,40.67,0.99
48.31,38.68,1.34,-2.63,104.31,12.85,46.67,1.62
45.74,35.55,0.0,1.88,94.77,12.41,44.42,1.93
54.63,44.43,0.0,2.12,50.73,6.07,43.25,1.64
46.09,36.35,1.28,-2.35,47.13,4.36,39.62,1.19
37.93,37.95,1.66,-3.31,74.63,7.51,32.03,0.66
59.91,36.92,1.26,-2.81,47.99,5.17,42.88,1.3
51.75,38.68,0.0,2.06,49.58,7.01,38.31,0.0
68.54,39.25,0.96,-2.08,49.03,3.55,36.21,0.58
65.83,38.01,0.0,1.84,51.34,4.13,31.89,0.58
57.19,38.68,0.0,1.93,50.88,6.65,41.31,0.0
87.93,37.38,0.0,2.1,50.25,4.16,31.46,0.4
91.86,38.68,0.0,0.95,49.95,5.63,35.56,1.49
94.73,38.07,0.0,1.04,86.1,10.42,32.53,1.1
97.3,45.06,0.0,0.97,49.49,5.87,38.31,1.65
52.27,39.09,0.0,2.01,80.68,10.74,28.58,1.51
56.36,39.25,1.81,-3.31,49.86,5.86,36.87,1.64
55.89,38.04,1.44,-3.11,48.69,6.22,29.76,1.56
60.11,38.65,0.0,2.0,48.12,4.65,27.31,1.16
81.59,100.0,0.65,-1.14,48.99,6.22,42.76,3.82
53.73,100.0,0.55,-1.22,49.45,6.03,34.36,4.5
35.0,37.2,1.68,-3.36,49.4,5.68,27.55,1.56
57.66,38.97,1.45,-2.83,49.22,5.4,29.28,1.64
70.54,37.2,0.0,1.78,47.08,5.28,41.19,3.49
90.96,38.03,0.0,0.96,49.72,5.7,38.68,1.52
92.02,39.6,1.81,-3.23,49.81,5.91,33.34,1.65
72.04,37.51,0.0,1.73,48.06,5.37,27.34,1.21
78.51,36.62,0.0,1.92,50.71,5.77,31.61,2.15
30.08,37.57,0.0,1.81,47.19,4.96,28.36,1.2
44.53,37.83,0.0,2.13,71.12,8.84,28.99,1.41
69.21,37.5,0.0,1.69,48.5,5.24,30.04,1.32
55.82,38.65,0.0,2.12,50.42,5.0,42.78,0.78
35.11,38.06,0.0,1.93,49.95,5.84,27.8,1.56
76.07,38.97,1.65,-3.36,95.52,12.14,27.72,1.53
63.71,37.68,0.0,2.34,51.56,6.2,32.92,1.18
56.05,37.15,0.0,2.07,49.77,5.39,30.63,1.46
49.54,37.37,0.0,2.37,47.63,5.83,41.79,1.59
19.5,38.11,1.57,-3.27,51.78,7.48,41.93,4.16
21.6,39.9,1.86,-3.27,68.02,8.79,39.93,1.62
90.64,45.06,1.03,-2.14,47.96,3.75,39.36,0.74
71.16,39.09,0.0,1.84,58.53,6.75,34.76,1.46
66.46,38.03,0.0,2.28,102.93,11.28,32.03,0.57
48.67,38.76,0.0,1.7,48.68,5.21,40.6,3.94
53.42,39.39,0.0,1.96,48.73,6.16,43.1,1.64
75.36,38.98,0.0,2.05,47.88,5.41,31.72,1.19
58.2,38.27,1.42,-2.78,50.4,4.27,24.3,0.61
62.55,38.11,1.34,-2.9,48.56,5.89,28.98,1.48
75.19,37.51,0.0,2.07,88.04,10.2,41.34,1.5
62.85,38.4,1.06,-2.54,48.39,4.97,32.82,0.0
62.65,38.15,1.31,-3.11,48.47,6.74,36.81,2.99
90.17,38.63,0.0,0.89,48.24,3.82,31.2,0.82
65.33,39.09,0.0,2.04,48.87,5.57,32.18,1.34
63.04,36.35,2.01,-3.69,103.13,12.81,27.47,1.48
32.67,39.33,1.66,-3.37,50.09,6.06,28.89,1.66
95.09,36.96,0.0,1.04,47.54,5.44,43.24,1.46
21.87,38.04,0.0,1.79,51.34,6.89,41.3,4.19
29.64,39.19,1.21,-2.21,70.6,7.63,36.35,1.14
39.1,39.19,0.0,1.89,50.58,6.06,34.64,1.54
48.19,39.19,0.0,2.18,50.11,4.29,29.97,0.56
21.69,36.9,1.62,-3.17,47.5,6.02,39.95,1.39
53.76,36.62,0.0,2.07,49.69,5.69,43.01,1.45
39.78,38.11,1.25,-2.66,51.25,4.85,31.69,0.65
48.91,38.03,0.0,2.35,83.31,9.89,41.03,1.17
24.22,36.27,1.69,-3.19,49.23,6.42,40.59,1.44
30.85,39.19,1.0,-1.95,69.72,7.45,27.82,0.92
20.88,45.6,0.98,-2.23,50.03,4.31,38.77,0.7
22.64,45.6,0.0,2.03,48.85,6.0,42.93,1.5
37.2,37.2,0.0,2.02,50.89,6.38,35.55,1.7
21.34,100.0,0.0,1.96,50.6,7.35,27.57,0.0
49.43,38.98,0.0,1.87,49.82,4.16,39.11,0.51
31.83,39.46,1.27,-2.67,47.37,5.03,31.15,1.01
60.77,38.98,1.4,-2.61,48.28,4.22,28.74,0.96
31.03,38.56,0.0,1.85,51.18,4.82,36.72,0.73
41.88,37.15,1.36,-3.17,50.36,5.92,40.75,0.0
54.03,36.35,0.0,1.91,49.77,5.31,31.32,0.0
78.52,45.06,0.0,1.89,49.24,6.49,30.43,3.62
46.39,37.51,1.63,-3.14,50.54,7.03,27.68,4.07
22.38,37.25,1.63,-3.06,49.78,6.17,35.27,1.75
48.35,38.01,0.0,2.14,48.06,5.64,37.75,1.28
28.93,39.09,0.0,2.03,51.63,6.18,39.17,1.53
26.14,38.68,0.0,2.06,49.63,5.05,43.98,3.41
54.66,38.51,0.0,1.99,49.54,5.6,46.04,1.48
69.5,39.25,1.12,-2.2,43.52,4.14,42.67,0.38
61.37,36.3,0.0,1.99,49.52,4.25,29.44,0.46
23.57,37.68,0.0,1.68,51.76,7.38,29.93,0.0
52.15,37.24,2.0,-3.89,82.4,10.76,39.37,1.69
33.3,45.06,1.42,-2.74,48.75,6.29,27.23,1.5
98.33,37.68,0.0,0.98,49.89,3.79,26.61,0.43
44.32,36.9,0.0,1.71,49.98,5.32,42.36,2.39
61.26,37.2,0.0,2.29,47.08,5.22,44.37,3.8
78.71,37.95,0.0,2.12,50.15,6.84,37.77,0.12
67.58,37.93,1.34,-2.95,51.21,5.06,28.59,0.0
32.29,38.76,0.0,2.03,47.79,5.43,33.77,1.35
58.04,37.51,0.0,2.07,50.88,6.68,29.92,1.99
61.51,39.09,0.0,2.11,49.26,4.22,33.06,0.96
35.98,37.15,0.0,2.21,49.07,6.27,44.91,1.6
67.68,37.95,0.0,1.7,48.93,5.16,31.42,1.35
89.53,37.2,1.72,-3.53,98.02,12.64,44.54,1.69
32.36,37.68,0.0,2.03,48.13,5.69,32.79,1.32
47.67,36.35,0.0,2.07,48.4,5.59,37.03,1.41
47.49,39.21,1.07,-2.22,47.29,4.06,28.13,0.85
56.42,38.75,1.7,-3.41,50.67,5.55,29.99,1.56
65.31,38.07,0.0,2.11,48.78,5.6,31.36,1.57
80.75,45.06,1.23,-2.56,55.25,6.85,31.47,1.61
50.99,37.5,0.0,2.2,52.39,5.82,43.45,1.55
34.13,37.68,1.14,-2.61,46.7,5.72,42.33,3.26
48.34,38.08,1.78,-3.11,50.45,6.18,27.1,0.0
56.74,38.07,1.59,-3.25,50.12,4.81,26.11,0.0
90.83,38.76,0.0,1.53,48.15,5.94,44.16,0.0
93.48,38.07,0.0,0.95,48.71,3.82,39.69,0.45
36.35,36.27,1.75,-3.33,51.05,5.26,27.8,0.85
81.28,38.72,0.0,1.99,52.38,6.49,27.29,1.73
55.72,39.33,0.0,1.87,50.0,5.98,29.96,1.6
38.52,39.09,0.0,1.98,49.34,5.36,39.48,0.0
37.13,37.15,1.38,-2.99,50.01,5.01,40.83,3.37
57.02,38.15,0.0,2.16,50.76,5.76,29.03,1.08
29.59,36.35,0.0,1.85,50.21,6.67,30.62,4.11
20.08,37.57,0.0,-0.73,51.06,6.2,45.04,1.43
32.8,38.03,1.4,-2.79,48.59,6.08,38.45,1.7
92.92,38.76,0.0,1.05,51.2,5.87,40.02,1.31
73.42,38.78,0.0,2.14,49.68,5.85,32.04,1.64
93.3,37.57,0.0,1.07,49.75,6.33,33.36,1.85
73.55,39.39,1.38,-3.05,51.78,4.99,33.47,0.83
94.34,37.95,0.0,0.99,50.98,7.07,46.83,3.81
34.7,39.09,0.0,1.99,61.67,7.85,34.83,1.75
51.0,39.33,1.43,-2.86,49.94,4.48,38.93,0.7
22.55,60.84,0.0,2.01,50.92,6.14,35.83,1.5
84.14,39.11,0.0,1.98,59.66,5.71,41.41,1.45
54.37,39.51,1.41,-3.13,50.59,4.97,38.71,0.69
90.58,38.4,1.18,-2.51,49.05,6.12,33.45,0.0
29.57,38.68,0.0,2.14,51.32,5.75,43.88,1.53
60.67,38.03,1.9,-3.58,49.5,6.17,31.09,1.72
20.6,37.68,1.55,-3.04,50.01,7.52,34.77,4.0
35.48,48.41,0.0,1.95,49.26,5.78,46.24,1.47
90.52,39.47,0.0,0.96,48.36,5.55,28.06,1.67
63.31,38.98,0.0,2.11,51.13,5.81,44.83,1.68
53.23,39.09,0.0,2.06,48.44,5.79,43.91,1.65
24.47,36.4,1.64,-3.53,48.51,5.75,33.19,1.33
